home,teamId,gamePk,gameDate,gameTimeUTC,flyOuts,groundOuts,runsScored,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,groundIntoTriplePlay,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,catchersInterference,pickoffs,airOutsPitching,groundOutsPitching,runsPitching,doublesPitching,triplesPitching,homeRunsPitching,strikeOutsPitching,baseOnBallsPitching,intentionalWalksPitching,hitsPitching,hitByPitchPitching,atBatsPitching,caughtStealingPitching,stolenBasesPitching,inningsPitched,earnedRuns,battersFaced,outsPitching,hitBatsmen,balks,wildPitches,pickoffsPitching,rbiPitching,inheritedRunners,inheritedRunnersScored,catchersInterferencePitching,sacBuntsPitching,sacFliesPitching
1,118,565703,2019-03-30,2019-03-30T18:15:00Z,5,8,8,3,0,0,4,5,0,10,1,32,0,1,0,0,39,13,8,17,1,0,0,0,0,0,6,0,0,2,10,2,0,10,0,36,0,0,9.0,6,38,27,0,0,0,0,6,0,0,0,0,0
0,111,566374,2019-03-30,2019-03-31T01:10:00Z,2,11,5,1,0,0,11,3,0,9,0,38,0,1,0,0,41,10,2,21,0,0,0,0,0,0,6,0,0,1,10,4,0,10,0,34,0,0,8.0,5,38,24,0,0,0,0,6,0,0,0,0,0
0,121,565896,2019-03-30,2019-03-30T17:05:00Z,2,12,11,4,1,0,11,5,0,14,0,40,0,0,0,0,46,20,10,17,1,0,0,0,0,0,8,0,0,1,11,3,0,9,2,36,0,0,9.0,4,42,27,2,0,0,1,8,0,0,0,0,1
1,139,566666,2019-03-30,2019-03-30T22:10:00Z,2,7,3,3,0,0,13,1,0,7,0,30,0,3,0,0,32,10,3,12,1,0,0,0,0,0,1,0,0,1,7,3,0,8,0,33,0,0,9.0,1,36,27,0,0,0,0,1,0,0,0,0,0
0,116,566866,2019-03-30,2019-03-30T19:07:00Z,5,6,0,0,0,0,13,4,0,5,1,31,0,0,0,0,36,5,0,18,0,0,0,0,0,0,3,0,0,1,6,4,0,6,2,28,0,0,8.0,3,35,24,2,0,0,0,3,0,0,0,1,0
0,115,567361,2019-03-30,2019-03-30T22:10:00Z,4,3,3,0,1,0,14,0,0,8,1,34,0,0,0,0,36,10,3,12,0,1,0,0,0,0,7,0,0,0,3,1,0,16,0,38,0,0,8.0,7,40,24,0,0,0,0,7,0,0,0,0,1
0,109,565801,2019-03-30,2019-03-31T01:10:00Z,7,10,5,0,0,4,7,3,0,7,0,32,0,0,0,0,35,19,5,6,0,0,0,0,0,0,18,0,0,4,4,6,0,19,3,41,0,0,8.0,17,52,24,3,0,0,0,18,0,0,0,1,0
1,158,567554,2019-03-30,2019-03-30T23:10:00Z,3,8,4,0,0,3,9,5,0,8,0,33,0,0,0,0,39,17,4,16,0,0,0,0,0,0,2,0,0,0,11,1,0,7,0,33,0,0,9.0,2,35,27,0,0,0,0,2,0,0,0,1,0
1,140,566764,2019-03-30,2019-03-31T00:05:00Z,3,5,8,2,0,2,14,12,0,10,0,32,1,0,0,0,44,18,8,25,0,0,0,1,0,0,6,0,0,1,5,7,0,9,0,34,0,0,9.0,6,42,27,0,0,0,0,6,0,0,0,0,1
0,145,565703,2019-03-30,2019-03-30T18:15:00Z,5,7,6,1,0,2,10,2,0,10,0,36,0,1,0,0,38,17,6,14,0,0,0,0,0,0,8,0,0,0,4,5,0,10,1,32,0,0,8.0,8,39,24,1,0,0,0,8,0,0,0,1,0
0,144,567060,2019-03-30,2019-03-30T20:05:00Z,4,9,6,2,1,2,9,4,0,10,0,36,0,1,0,0,40,20,6,14,0,0,0,0,0,0,8,0,0,3,9,5,0,9,0,31,0,0,8.0,8,37,24,0,0,0,0,8,0,0,0,0,0
1,141,566866,2019-03-30,2019-03-30T19:07:00Z,5,7,3,2,0,1,6,4,0,6,2,28,0,0,0,0,35,11,3,16,1,0,0,0,0,0,0,0,0,0,13,4,0,5,1,31,0,0,9.0,0,36,27,1,0,0,0,0,0,0,0,0,0
0,114,566963,2019-03-30,2019-03-30T18:10:00Z,5,5,2,0,0,1,13,3,0,4,0,30,0,0,0,0,34,7,2,9,0,1,0,0,0,0,1,0,0,0,10,3,0,2,1,28,0,0,9.0,1,33,27,1,0,0,0,1,0,0,0,0,0
1,133,566088,2019-03-30,2019-03-31T01:07:00Z,5,7,4,0,0,1,6,2,0,7,1,31,0,0,0,0,34,10,4,9,0,0,0,0,0,0,2,0,0,0,7,2,0,6,0,33,0,0,9.0,1,36,27,0,0,0,0,2,0,0,0,0,1
1,136,566374,2019-03-30,2019-03-31T01:10:00Z,3,8,6,2,0,1,10,4,0,10,0,34,0,2,0,0,38,15,6,17,0,0,0,0,0,0,5,0,0,0,11,3,0,9,0,38,0,0,9.0,2,41,27,0,0,0,0,2,0,0,0,0,0
0,112,566764,2019-03-30,2019-03-31T00:05:00Z,7,9,6,3,0,1,5,7,0,9,0,34,0,1,0,0,42,15,6,15,0,1,0,0,0,0,8,0,0,2,14,12,0,10,0,32,0,0,8.0,6,44,24,0,0,0,1,8,0,0,0,0,0
1,120,565896,2019-03-30,2019-03-30T17:05:00Z,6,10,8,4,0,1,11,3,0,9,2,36,0,1,0,0,42,16,8,19,0,1,0,1,0,0,11,0,0,0,11,5,0,14,0,40,0,0,9.0,11,46,27,0,0,0,0,10,0,0,0,1,0
1,119,565801,2019-03-30,2019-03-31T01:10:00Z,8,7,18,3,0,4,4,6,0,19,3,41,0,0,0,0,52,34,18,19,1,0,0,0,0,0,5,0,0,4,7,3,0,7,0,32,0,0,9.0,5,35,27,0,0,0,0,5,0,0,0,0,0
0,117,566666,2019-03-30,2019-03-30T22:10:00Z,2,9,1,0,0,1,7,3,0,8,0,33,1,0,0,0,36,11,1,12,0,0,0,0,0,0,3,0,0,0,13,1,0,7,0,30,0,0,8.0,3,32,24,0,0,0,0,3,0,0,0,1,0
1,147,567457,2019-03-30,2019-03-30T17:05:00Z,3,10,3,1,0,1,9,6,0,10,0,35,0,0,0,0,41,14,3,19,0,0,0,0,0,0,5,0,0,0,9,1,0,9,0,36,0,0,9.0,3,37,27,0,0,0,0,4,0,0,0,0,0
1,143,567060,2019-03-30,2019-03-30T20:05:00Z,4,6,8,2,1,3,9,5,0,9,0,31,1,1,0,0,37,22,8,6,0,0,0,0,0,0,6,0,0,2,9,4,0,10,0,36,0,0,9.0,6,40,27,0,0,0,0,6,0,0,0,0,0
0,134,565222,2019-03-31,2019-03-31T17:10:00Z,5,10,5,2,0,0,5,7,0,10,1,36,0,2,0,0,44,12,5,21,0,0,0,0,0,0,0,0,0,0,9,2,0,4,0,30,0,0,9.0,0,32,27,0,0,0,0,0,0,0,0,0,0
1,113,565222,2019-03-31,2019-03-31T17:10:00Z,6,9,0,1,0,0,9,2,0,4,0,30,0,0,0,0,32,5,0,11,0,0,0,0,0,0,5,0,0,0,5,7,0,10,1,36,0,0,9.0,3,44,27,1,0,0,0,5,0,0,0,0,0
1,118,565704,2019-03-31,2019-03-31T18:15:00Z,7,8,3,2,0,0,9,1,0,6,0,33,0,0,0,0,34,8,3,10,0,0,0,0,0,0,6,0,0,2,7,5,0,11,0,36,0,0,9.0,6,41,27,0,0,0,0,6,0,0,0,0,0
1,135,566278,2019-03-31,2019-03-31T20:10:00Z,8,8,3,3,0,0,4,5,0,8,0,32,0,0,0,0,39,11,3,26,0,0,0,0,0,0,1,0,0,0,10,2,0,2,0,27,0,0,9.0,1,29,27,0,0,0,0,1,0,0,0,0,0
0,115,567362,2019-03-31,2019-03-31T17:10:00Z,2,12,0,2,0,0,7,1,0,5,0,30,0,0,0,0,32,7,0,11,1,0,0,0,0,0,3,0,0,1,11,2,0,5,1,28,0,0,8.0,3,31,24,1,0,0,0,3,0,0,0,0,0
0,137,566278,2019-03-31,2019-03-31T20:10:00Z,5,6,1,1,0,0,10,2,0,2,0,27,1,0,0,0,29,3,1,3,0,0,0,0,0,0,3,0,0,0,4,5,0,8,0,32,0,0,8.0,1,39,24,0,0,0,0,3,0,0,0,0,0
0,144,567061,2019-03-31,2019-03-31T23:05:00Z,7,7,1,0,0,0,8,6,0,4,1,29,2,1,0,0,36,4,0,16,0,0,0,0,0,0,5,0,0,2,8,9,0,5,2,27,0,0,8.0,5,39,24,2,0,0,0,5,0,0,0,0,1
0,116,566867,2019-03-31,2019-03-31T17:07:00Z,7,9,4,3,0,0,13,4,0,10,1,43,0,0,0,0,49,13,4,21,0,0,0,0,0,0,3,0,0,1,10,1,0,8,1,39,0,0,11.0,3,41,33,1,0,0,0,3,0,0,0,0,0
0,121,565897,2019-03-31,2019-03-31T17:35:00Z,6,6,5,2,0,0,8,2,0,13,0,39,0,2,0,0,41,15,4,16,0,0,0,0,0,0,6,0,0,2,11,1,0,11,1,36,0,0,8.1,6,38,25,1,0,0,0,6,0,0,0,0,0
0,114,566964,2019-03-31,2019-03-31T18:10:00Z,3,5,3,1,0,0,13,6,0,6,0,31,0,0,0,0,37,7,3,17,0,0,0,0,0,0,9,0,0,1,7,2,0,15,1,35,0,0,8.0,8,39,24,1,0,0,0,7,0,0,0,0,1
1,143,567061,2019-03-31,2019-03-31T23:05:00Z,0,8,5,1,0,2,8,9,0,5,2,27,0,0,0,0,39,12,5,16,0,1,0,0,0,0,1,0,0,0,8,6,0,4,1,29,0,0,9.0,1,36,27,1,0,0,0,0,0,0,0,0,0
0,145,565704,2019-03-31,2019-03-31T18:15:00Z,4,9,6,3,0,2,7,5,0,11,0,36,0,0,0,0,41,20,6,16,0,0,0,0,0,0,3,0,0,0,9,1,0,6,0,33,0,0,9.0,3,34,27,0,0,0,0,3,0,0,0,0,0
1,120,565897,2019-03-31,2019-03-31T17:35:00Z,6,7,6,3,0,2,11,1,0,11,1,36,0,1,0,0,38,20,6,13,0,0,0,0,0,0,5,0,0,0,8,2,0,13,0,39,0,0,9.0,5,41,27,0,0,0,0,4,0,0,0,0,0
1,146,567362,2019-03-31,2019-03-31T17:10:00Z,2,8,3,0,0,1,11,2,0,5,1,28,0,2,0,0,31,8,3,10,0,0,0,0,0,0,0,0,0,0,7,1,0,5,0,30,0,0,9.0,0,32,27,0,0,0,0,0,0,0,0,1,0
0,117,566667,2019-03-31,2019-03-31T17:10:00Z,3,8,1,0,0,1,6,1,0,3,0,28,1,0,0,0,29,6,1,4,0,0,0,0,0,0,3,0,0,1,8,0,0,8,0,32,0,0,8.0,3,32,24,0,0,0,0,3,0,0,0,0,0
0,108,566089,2019-03-31,2019-03-31T20:07:00Z,2,13,1,2,0,1,8,1,0,3,1,29,0,1,0,0,31,8,1,8,0,0,0,0,0,0,2,0,0,1,6,3,0,7,0,31,0,0,8.0,2,35,24,0,0,0,0,2,0,0,0,0,0
1,133,566089,2019-03-31,2019-03-31T20:07:00Z,5,7,2,1,0,1,6,3,0,7,0,31,0,0,0,0,35,11,2,14,0,0,0,0,0,0,1,0,0,1,8,1,0,3,1,29,0,0,9.0,1,31,27,1,0,0,0,1,0,0,0,0,0
1,158,567555,2019-03-31,2019-03-31T18:10:00Z,3,9,5,3,0,1,9,6,0,9,0,32,0,0,0,0,39,15,5,18,0,0,0,0,0,0,4,0,0,3,15,2,0,7,0,34,0,0,9.0,4,36,27,0,0,0,0,4,0,0,0,0,0
1,119,565802,2019-03-31,2019-03-31T20:10:00Z,3,8,8,2,0,1,8,6,0,8,1,32,0,0,0,0,41,13,7,18,0,2,0,0,0,0,7,0,0,1,4,1,0,13,0,39,0,0,9.0,7,40,27,0,0,0,0,7,0,0,0,0,0
1,139,566667,2019-03-31,2019-03-31T17:10:00Z,3,9,3,2,0,1,8,0,0,8,0,32,0,0,0,0,32,13,3,14,0,0,0,0,0,0,1,0,0,1,6,1,0,3,0,28,0,0,9.0,1,29,27,0,0,0,0,1,0,0,0,0,0
1,136,566375,2019-03-31,2019-03-31T20:10:00Z,9,2,10,3,0,2,11,7,0,12,0,37,0,1,0,0,45,21,10,22,0,1,0,0,0,0,8,0,0,2,4,8,0,9,0,37,0,0,9.0,6,45,27,0,0,0,0,8,0,0,0,0,0
0,111,566375,2019-03-31,2019-03-31T20:10:00Z,8,10,8,3,0,2,4,8,0,9,0,37,0,0,0,0,45,18,8,23,0,0,0,0,0,0,10,0,0,2,11,7,0,12,0,37,0,0,8.0,5,45,24,0,0,0,0,10,0,0,0,0,1
0,112,566765,2019-03-31,2019-03-31T20:05:00Z,7,10,10,2,0,2,9,3,0,17,0,43,0,1,0,0,47,25,10,23,1,0,0,0,0,0,11,0,0,3,7,6,0,11,0,34,0,0,8.1,11,41,25,0,0,0,0,10,0,0,0,0,1
1,142,566964,2019-03-31,2019-03-31T18:10:00Z,5,4,9,6,0,1,7,2,0,15,1,35,0,0,0,0,39,24,7,13,0,1,0,0,0,0,3,0,0,0,13,6,0,6,0,31,0,0,9.0,3,37,27,0,0,0,0,3,0,0,0,0,0
1,147,567458,2019-03-31,2019-03-31T17:05:00Z,3,7,5,1,0,1,14,8,0,9,1,37,0,0,0,0,46,13,5,28,0,0,0,0,0,0,7,0,0,3,11,7,0,8,0,34,0,0,9.0,6,41,27,0,0,0,0,7,0,0,0,0,0
0,109,565802,2019-03-31,2019-03-31T20:10:00Z,5,9,7,2,1,1,4,1,0,13,0,39,0,2,0,0,40,20,7,12,0,0,0,0,0,0,8,0,0,1,8,6,0,8,1,32,0,0,8.0,5,41,24,1,0,0,0,7,0,0,0,0,2
1,141,566867,2019-03-31,2019-03-31T17:07:00Z,6,11,3,2,0,1,10,1,0,8,1,39,0,0,0,0,41,13,3,9,0,0,0,0,0,0,4,0,0,0,13,4,0,10,1,43,0,0,11.0,4,49,33,1,0,0,0,4,0,0,0,0,0
0,110,567458,2019-03-31,2019-03-31T17:05:00Z,3,10,7,1,0,3,11,7,0,8,0,34,0,1,0,0,41,18,7,18,0,0,0,0,0,0,5,0,0,1,14,8,0,9,1,37,0,0,9.0,5,46,27,1,0,0,0,5,0,0,0,0,0
1,140,566765,2019-03-31,2019-03-31T20:05:00Z,5,11,11,1,1,3,7,6,0,11,0,34,0,2,0,0,41,23,10,8,0,1,0,0,0,0,10,0,0,2,9,3,0,17,0,43,0,0,9.0,10,47,27,0,0,0,0,10,0,0,0,1,0
0,138,567555,2019-03-31,2019-03-31T18:10:00Z,0,6,4,1,0,3,15,2,0,7,0,34,0,2,0,0,36,17,4,9,0,0,0,0,0,0,5,0,0,1,9,6,0,9,0,32,0,0,8.0,5,39,24,0,0,0,0,5,0,0,0,0,0
1,114,565316,2019-04-01,2019-04-01T20:10:00Z,2,10,5,3,0,0,6,5,0,8,0,32,0,0,0,0,38,11,4,20,0,0,0,0,0,0,3,0,0,1,14,4,0,3,1,30,0,0,9.0,2,36,27,1,0,0,0,3,0,0,0,1,0
0,158,565223,2019-04-01,2019-04-01T22:40:00Z,3,7,4,4,0,0,9,5,0,11,0,36,0,0,0,0,43,15,4,17,0,0,0,0,0,0,3,0,0,0,9,4,0,8,1,34,0,0,9.0,3,39,27,1,0,0,0,3,0,0,0,0,0
1,113,565223,2019-04-01,2019-04-01T22:40:00Z,1,13,3,2,0,0,9,4,0,8,1,34,0,0,0,0,39,10,3,23,0,0,0,0,0,0,4,0,0,0,9,5,0,11,0,36,0,0,9.0,4,43,27,0,0,0,0,4,0,0,0,0,0
0,108,566376,2019-04-01,2019-04-02T02:10:00Z,5,11,3,1,0,0,5,1,0,8,1,35,0,0,0,0,38,9,3,14,0,0,0,0,0,0,6,0,0,1,7,6,0,10,1,33,0,0,8.0,6,40,24,1,0,0,0,6,0,0,0,0,0
0,112,567157,2019-04-01,2019-04-01T23:10:00Z,4,12,0,3,0,0,5,4,0,9,0,33,0,0,0,0,37,12,0,19,0,0,0,0,0,0,8,0,0,2,9,7,0,12,0,36,0,0,8.0,2,44,24,0,0,0,0,6,0,0,0,0,0
0,116,567459,2019-04-01,2019-04-01T22:35:00Z,7,5,1,1,0,0,9,7,0,2,0,29,0,0,0,0,36,3,0,17,0,0,0,0,0,0,3,0,0,2,8,4,0,5,0,29,0,0,8.0,2,33,24,0,0,0,0,2,0,0,0,0,0
0,111,566090,2019-04-01,2019-04-02T02:07:00Z,4,6,0,1,0,0,11,2,0,4,0,29,0,0,0,0,31,5,0,5,0,0,0,0,0,0,7,0,0,4,11,2,0,9,0,34,0,0,8.0,6,36,24,0,0,0,0,7,0,0,0,0,0
0,115,566668,2019-04-01,2019-04-01T23:10:00Z,4,7,1,1,0,0,12,1,0,6,1,32,0,0,0,0,34,7,1,13,0,0,0,0,0,0,7,0,0,2,9,4,0,9,0,32,0,0,8.0,7,37,24,0,0,0,0,7,0,0,0,0,1
1,133,566090,2019-04-01,2019-04-02T02:07:00Z,5,6,7,1,0,4,11,2,0,9,0,34,0,0,0,0,36,22,7,12,0,0,0,0,0,0,0,0,0,0,11,2,0,4,0,29,0,0,9.0,0,31,27,0,0,0,0,0,0,0,0,0,0
1,147,567459,2019-04-01,2019-04-01T22:35:00Z,2,11,3,1,0,2,8,4,0,5,0,29,0,1,0,0,33,12,2,11,0,0,0,0,0,0,1,0,0,0,9,7,0,2,0,29,0,0,9.0,0,36,27,0,0,0,0,0,0,0,0,0,0
1,141,566868,2019-04-01,2019-04-01T23:07:00Z,5,4,5,1,1,2,10,2,0,6,0,31,0,0,0,0,34,15,5,6,0,1,0,0,0,0,6,0,0,2,12,3,0,6,2,32,0,0,9.0,4,38,27,2,0,0,0,5,0,0,0,0,1
1,119,565803,2019-04-01,2019-04-02T02:10:00Z,5,10,2,0,0,2,8,2,0,7,0,32,0,0,0,0,34,13,2,10,0,0,0,0,0,0,4,0,0,1,11,0,0,9,1,36,0,0,9.0,4,37,27,1,0,0,0,4,0,0,0,0,0
0,110,566868,2019-04-01,2019-04-01T23:07:00Z,7,5,6,0,0,2,12,3,0,6,2,32,0,0,0,0,38,12,5,10,0,1,0,0,0,0,5,0,0,2,10,2,0,6,0,31,0,0,9.0,5,34,27,0,0,0,0,5,0,0,0,0,1
1,139,566668,2019-04-01,2019-04-01T23:10:00Z,1,11,7,1,0,2,9,4,0,9,0,32,0,0,0,0,37,16,7,11,0,1,0,0,0,0,1,0,0,0,12,1,0,6,1,32,0,0,9.0,1,34,27,1,0,0,0,1,0,0,0,0,0
1,144,567157,2019-04-01,2019-04-01T23:10:00Z,5,9,8,3,0,2,9,7,0,12,0,36,0,0,0,0,44,21,6,19,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,33,0,0,9.0,0,37,27,0,0,0,0,0,0,0,0,0,0
0,121,567363,2019-04-01,2019-04-01T23:10:00Z,4,4,7,2,0,2,16,2,0,10,2,36,0,0,0,0,40,18,6,13,0,0,0,0,0,0,3,0,0,1,7,1,0,9,0,35,0,0,9.0,1,36,27,0,0,0,0,3,0,0,0,0,0
1,140,566766,2019-04-01,2019-04-02T00:05:00Z,7,8,1,0,0,1,7,0,0,2,0,28,1,0,0,0,28,5,1,0,0,0,0,0,0,0,2,0,0,1,5,4,0,8,0,33,0,0,9.0,2,37,27,0,0,0,1,2,0,0,0,0,0
0,145,565316,2019-04-01,2019-04-01T20:10:00Z,3,7,3,1,0,1,14,4,0,3,1,30,0,0,0,0,36,7,3,13,1,0,0,0,0,0,5,0,0,0,6,5,0,8,0,32,0,0,8.0,4,38,24,0,0,0,0,4,0,0,0,0,0
1,135,566279,2019-04-01,2019-04-02T02:10:00Z,5,11,3,1,0,1,5,2,0,6,0,31,0,0,0,0,34,10,3,8,0,1,0,0,0,0,10,0,0,1,8,4,0,15,0,40,0,0,9.0,9,45,27,0,0,0,0,9,0,0,0,0,1
0,137,565803,2019-04-01,2019-04-02T02:10:00Z,4,8,4,4,0,1,11,0,0,9,1,36,0,0,0,0,37,16,4,12,0,0,0,0,0,0,2,0,0,2,8,2,0,7,0,32,0,0,9.0,2,34,27,0,0,0,0,2,0,0,0,0,0
0,109,566279,2019-04-01,2019-04-02T02:10:00Z,5,9,10,5,0,1,8,4,0,15,0,40,0,1,0,0,45,23,9,16,0,1,0,0,0,0,3,0,0,1,5,2,0,6,0,31,0,0,9.0,3,34,27,0,0,0,0,3,0,0,0,0,1
0,138,566180,2019-04-01,2019-04-01T17:05:00Z,5,6,6,2,0,1,17,8,0,8,3,40,1,0,0,0,51,13,5,28,0,0,0,0,0,0,5,0,0,1,9,8,0,6,2,35,0,0,11.0,5,48,33,2,0,0,0,5,0,0,0,1,1
1,136,566376,2019-04-01,2019-04-02T02:10:00Z,4,7,6,1,0,1,7,6,0,10,1,33,0,3,0,0,40,14,6,25,0,0,0,0,0,0,3,0,0,0,5,1,0,8,1,35,0,0,9.0,1,38,27,1,0,0,0,3,0,0,0,0,0
0,117,566766,2019-04-01,2019-04-02T00:05:00Z,7,8,2,3,0,1,5,4,0,8,0,33,1,0,0,0,37,14,2,15,0,0,0,1,0,0,1,0,0,1,7,0,0,2,0,28,0,0,9.0,1,28,27,0,0,0,0,1,0,0,0,0,0
1,146,567363,2019-04-01,2019-04-01T23:10:00Z,5,8,3,0,0,1,7,1,0,9,0,35,0,0,0,0,36,12,3,20,0,0,0,0,0,0,7,0,0,2,16,2,0,10,2,36,0,0,9.0,7,40,27,2,0,0,0,6,0,0,0,0,0
1,134,566180,2019-04-01,2019-04-01T17:05:00Z,4,12,5,2,0,1,9,8,0,6,2,35,0,0,0,0,48,11,5,18,1,1,0,0,0,0,6,0,0,1,17,8,0,8,3,40,0,0,11.0,4,51,33,3,0,0,0,5,0,0,0,0,0
1,139,566669,2019-04-02,2019-04-02T23:10:00Z,4,6,4,2,0,0,13,6,0,8,1,33,0,1,0,0,40,10,3,19,0,0,0,0,0,0,0,0,0,0,14,2,0,2,0,27,0,0,9.0,0,29,27,0,0,0,1,0,0,0,0,0,0
0,108,566377,2019-04-02,2019-04-03T02:10:00Z,7,12,1,1,0,0,4,1,0,4,0,31,0,0,0,0,32,5,1,8,0,0,0,0,0,0,2,0,0,1,6,0,0,5,0,29,0,0,8.0,2,29,24,0,0,0,0,2,0,0,0,0,0
1,147,567460,2019-04-02,2019-04-02T22:35:00Z,9,5,1,1,0,0,8,1,0,6,1,31,0,1,0,0,35,7,1,10,0,1,0,0,0,0,3,0,0,0,12,1,0,11,0,37,0,0,9.0,3,38,27,0,0,0,0,3,0,0,0,0,0
0,115,566669,2019-04-02,2019-04-02T23:10:00Z,1,7,0,0,0,0,14,2,0,2,0,27,1,0,0,0,29,2,0,5,0,0,0,1,0,0,4,0,0,0,13,6,0,8,1,33,0,0,8.0,3,40,24,1,0,0,0,3,0,0,0,0,0
0,121,567364,2019-04-02,2019-04-02T23:10:00Z,5,13,6,1,0,0,7,5,0,9,1,38,0,1,0,0,44,10,6,25,0,0,0,0,0,0,5,0,0,1,5,2,0,16,2,41,0,0,9.0,5,46,27,2,0,0,0,5,0,0,0,1,0
0,117,566767,2019-04-02,2019-04-03T00:05:00Z,3,9,4,2,0,0,5,5,0,12,1,34,0,4,0,0,42,14,4,22,1,1,0,0,0,0,6,0,0,1,9,4,0,9,1,32,0,0,8.0,6,37,24,1,0,0,0,6,0,0,0,0,0
0,116,567460,2019-04-02,2019-04-02T22:35:00Z,4,9,3,5,0,0,12,1,0,11,0,37,0,0,0,0,38,16,3,15,0,0,0,0,0,0,1,0,0,0,8,1,0,6,1,31,0,0,9.0,1,35,27,1,0,0,0,1,0,0,0,0,1
0,110,566869,2019-04-02,2019-04-02T23:07:00Z,4,8,2,3,1,0,8,2,0,10,0,34,0,0,0,0,37,15,2,12,0,0,0,1,0,0,1,0,0,1,4,4,0,6,0,31,0,0,9.0,1,35,27,0,0,0,0,1,0,0,0,0,0
0,111,566091,2019-04-02,2019-04-03T02:07:00Z,5,8,0,3,0,0,9,1,0,7,0,33,0,3,0,0,34,10,0,13,0,0,0,0,0,0,1,0,0,1,4,3,0,3,1,26,0,0,8.0,1,30,24,1,0,0,0,1,0,0,0,0,0
0,142,565705,2019-04-02,2019-04-03T00:15:00Z,6,9,5,3,0,0,10,6,0,12,2,41,1,0,0,0,49,15,5,34,0,0,0,0,0,0,4,0,0,2,7,1,0,10,1,37,0,0,10.0,4,40,30,1,0,0,0,4,0,0,0,0,1
1,133,566091,2019-04-02,2019-04-03T02:07:00Z,5,11,1,0,0,1,4,3,0,3,1,26,0,0,0,0,30,6,1,10,0,0,0,0,0,0,0,0,0,0,9,1,0,7,0,33,0,0,9.0,0,34,27,0,0,0,0,0,0,0,0,0,0
1,136,566377,2019-04-02,2019-04-03T02:10:00Z,3,9,2,3,0,1,6,0,0,5,0,29,0,0,0,0,29,11,2,5,0,0,0,0,0,0,1,0,0,0,4,1,0,4,0,31,0,0,9.0,1,32,27,0,0,0,0,1,0,0,0,0,0
1,119,565804,2019-04-02,2019-04-03T02:10:00Z,5,8,6,1,0,1,5,3,0,7,0,30,0,0,0,0,35,11,6,14,0,1,0,0,0,0,5,0,0,1,8,2,0,9,0,34,0,0,9.0,4,36,27,0,0,0,0,5,0,0,0,0,0
1,141,566869,2019-04-02,2019-04-02T23:07:00Z,8,11,1,0,0,1,4,4,0,6,0,31,0,0,0,0,35,9,1,11,0,0,0,0,0,0,2,0,0,0,8,2,0,10,0,34,0,0,9.0,2,37,27,0,0,0,1,2,0,0,0,0,0
1,113,565224,2019-04-02,2019-04-02T22:40:00Z,4,6,3,1,0,1,9,5,0,4,0,31,0,0,0,0,36,8,3,14,0,0,0,0,0,0,4,0,0,1,11,7,0,7,0,33,0,0,9.0,4,41,27,0,0,0,0,4,0,0,0,0,0
1,140,566767,2019-04-02,2019-04-03T00:05:00Z,3,9,6,2,1,1,9,4,0,9,1,32,0,0,0,0,37,16,6,16,0,0,0,0,0,0,4,0,0,0,5,5,0,12,1,34,0,0,9.0,4,42,27,1,0,0,0,4,0,0,0,1,1
0,137,565804,2019-04-02,2019-04-03T02:10:00Z,1,13,5,1,0,1,8,2,0,9,0,34,0,0,0,0,36,13,5,15,0,0,0,0,0,0,6,0,0,1,5,3,0,7,0,30,0,0,8.0,1,35,24,0,0,0,0,6,0,0,0,0,1
1,118,565705,2019-04-02,2019-04-03T00:15:00Z,6,11,4,2,1,2,7,1,0,10,1,37,0,1,0,0,40,20,4,13,0,1,0,0,0,0,5,0,0,0,10,6,0,12,2,41,0,0,10.0,5,49,30,2,0,0,0,5,0,0,0,0,0
0,143,565898,2019-04-02,2019-04-02T23:05:00Z,5,5,8,5,0,2,12,4,0,14,0,41,0,0,0,0,48,25,7,21,0,0,0,0,0,0,2,0,0,1,14,1,0,7,0,33,0,0,9.0,2,34,27,0,0,0,0,2,0,0,0,0,0
0,158,565224,2019-04-02,2019-04-02T22:40:00Z,5,6,4,1,0,1,11,7,0,7,0,33,0,2,0,0,41,11,4,17,0,0,0,0,0,0,3,0,0,1,9,5,0,4,0,31,0,0,9.0,3,36,27,0,0,0,0,3,0,0,0,0,0
1,120,565898,2019-04-02,2019-04-02T23:05:00Z,3,4,2,0,0,1,14,1,0,7,0,33,0,0,0,0,34,10,2,15,0,0,0,0,0,0,8,0,0,2,12,4,0,14,0,41,0,0,9.0,7,48,27,0,0,0,0,7,0,0,0,0,0
1,146,567364,2019-04-02,2019-04-02T23:10:00Z,6,8,5,4,0,1,5,2,0,16,2,41,0,0,0,0,46,23,5,24,1,0,0,0,0,0,6,0,0,0,7,5,0,9,1,38,0,0,9.0,6,44,27,1,0,0,0,6,0,0,0,0,0
0,109,566280,2019-04-02,2019-04-03T02:10:00Z,2,13,8,3,0,5,8,4,0,14,0,41,0,2,0,0,45,32,7,17,0,0,0,0,0,0,5,0,0,3,13,1,0,11,0,38,0,0,9.0,5,39,27,0,0,0,0,5,0,0,0,0,0
